央视频道,#genre#
爱幼教,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/01.m3u8
动画电影,http://a.315600.xyz/dl/aqy.php?id=380206422#http://120.232.170.41/r/baiducdncmn-gd.inter.ptqy.gitv.tv/tslive/c15_lb_donghuadianying_720p_t5/c15_lb_donghuadianying_720p_t5.m3u8 
爆笑虫子,http://a.315600.xyz/dl/aqy.php?id=380221522#http://tv.lalatzt.cn/api/huya.php?id=13138378
倒霉熊,http://a.315600.xyz/dl/aqy.php?id=380221722
喜羊羊,http://a.315600.xyz/dl/aqy.php?id=380183422
小猪佩奇,http://a.315600.xyz/dl/aqy.php?id=380221622
名侦探柯南,http://tv.lalatzt.cn/api/huya.php?id=11336576
猫和老鼠,http://tv.lalatzt.cn/api/huya.php?id=11352879#http://a.315600.xyz/dl/aqy.php?id=380158622
网球王子,http://tv.lalatzt.cn/api/huya.php?id=11352882
海绵宝宝,http://tv.lalatzt.cn/api/huya.php?id=11352919
蜡笔小新,http://tv.lalatzt.cn/api/huya.php?id=11352970#http://a.315600.xyz/dl/aqy.php?id=380176322
龙球gt,http://tv.lalatzt.cn/api/huya.php?id=11601966
成龙历险记,http://tv.lalatzt.cn/api/huya.php?id=11352946
中华小当家,http://tv.lalatzt.cn/api/huya.php?id=11342413
茶啊二中,http://tv.lalatzt.cn/api/huya.php?id=11213191

体育频道,#genre#
斗鱼邵氏,http://tx2play1.douyucdn.cn/live/4246519rRn8e6QwX_4000.m3u8#http://666.stop.kim/douyu.php?id=4246519#http://www.gz6hs.com/tv/douyu.php?id=4246519#http://106.53.212.251/iptv/douyu.php?id=4246519#http://kksyw.top/iptv/gn/douyu.php?id=4246519
B站邵氏,https://cn-gdst-cmcc-live-02.bilivideo.com/live-bvc/666868/live_97065163_17925468.m3u8#http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
林正英鬼片,https://cn-gdst-cmcc-live-02.bilivideo.com/live-bvc/977640/live_22989278_9714011.m3u8#http://kumeitv.xyz/kumei/bili.php?id=70155
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225711/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8#http://39.134.7.247/000000001000/1000000001000018504/1.m3u8
奥林匹克,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8#http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8
CCTV高尔夫·网球,http://117.187.54.44/gz.ucdn.10086.cn/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
CCTV台球,http://sss508.xyz/dougu.php?id=DOXyinglunHD_7000#http://tv.tonyt.top/iptv/gzgd.php?id=ystq#http://player.ioioz.com/1786/0/migum3u8.php?id=603842910
CCTV风云足球,http://117.187.54.44/gz.ucdn.10086.cn/PLTV/88888888/224/3221225734/1/index.m3u8?fmt=ts2hls#http://tv.tonyt.top/iptv/gzgd.php?id=fyzq#
广东体育,http://sss508.xyz/dougu.php?id=gdsportsHD_7000#http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=8&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8#http://tv.tonyt.top/iptv/gdtv.php?id=47
上海五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8#http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/2510088/224/3221225964/3.m3u8
山东体育,http://120.221.5.111:8089/PLTV/88888888/224/3221226075/index.m3u8
陕西体育休闲,http://111.20.45.154/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226363/index.m3u8
江苏休闲体育,http://223.110.241.150:6610/gitv/live1/G_JSTY/G_JSTY/
新视觉台 ,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000114
劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
皇马足球台,http://rmtv24hweblive-lh.akamaihd.net/i/rmtv24hwebes_1@300661/index_3_av-p.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
足球频道,http://tv.tonyt.top/iptv/gzgd.php?id=zqpd
广东高尔夫,http://211.137.115.110:8080/gitv_live/G_GAOERFU/G_GAOERFU.m3u8#http://111.20.45.157/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226246/index.m3u8
先锋乒羽,http://luotuo.ycchenrong.cn/dl/woniu.php?id=10000080#http://tv.tonyt.top/iptv/woniu.php?id=10000080
快乐垂钓,http://luotuo.ycchenrong.cn/dl/woniu.php?id=10000084#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226549/1.m3u8#http://tv.tonyt.top/iptv/woniu.php?id=10000084
四海钓鱼,http://120.221.5.113:8089/PLTV/88888888/224/3221225976/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
爱体育,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
NewTV超级体育,http://112.50.243.8/PLTV/88888888/224/3221225803/1.m3u8
NewTV精品体育,http://112.50.243.8/PLTV/88888888/224/3221225886/1.m3u8#http://39.134.7.247/000000001000/6460382139625130259/1.m3u8
NewTV搏击,http://112.50.243.10/PLTV/88888888/224/3221225895/1.m3u8#http://39.134.7.247/000000001000/bokesen/1.m3u8
NewTV中国功夫,http://112.50.243.8/PLTV/88888888/224/3221225896/1.m3u8
河南武术世界,http://117.187.54.44/gz.ucdn.10086.cn/PLTV/88888888/224/3221225691/1/index.m3u8?fmt=ts2hls
爱赛车,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
车迷频道,http://112.17.40.148/PLTV/88888888/224/3221226837/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226837/index.m3u8
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8#http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
重庆汽摩,http://sjlivecdn9.cbg.cn/203002221953/app_2/_definst_/ls_5.stream/chunklist.m3u8#http://itv.ahau.edu.cn:81/PLTV/88888888/224/3221225634/chunklist.m3u8#http://219.153.252.50/PLTV/88888888/224/3221225642/chunklist.m3u8
黑莓电竞,http://112.17.40.43/PLTV/88888888/224/3221226724/index.m3u8#http://39.134.7.247/000000001000/8785669936177902664/1.m3u8
