央视频道,#genre#
CCTV怀旧剧场,http://sss508.xyz/dougu.php?id=DOXjuchangHD_7000#http://tv.tonyt.top/iptv/gzgd.php?id=hjjc
CCTV第一剧场,http://sss508.xyz/dougu.php?id=DOXyinghuaHD_7000#http://tv.tonyt.top/iptv/gzgd.php?id=dyjc
CCTV世界地理,http://sss508.xyz/dougu.php?id=DOXhanliuHD_7000#http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls#http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls#http://tv.tonyt.top/iptv/gzgd.php?id=sjdl
CCTV发现之旅,http://211.137.115.110:8080/gitv_live/G_FAXIANZL/G_FAXIANZL.m3u8#http://tv.tonyt.top/iptv/gzgd.php?id=fxzl
CCTV风云足球,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225734/1/index.m3u8?fmt=ts2hls#http://tv.tonyt.top/iptv/gzgd.php?id=fyzq
奥林匹克,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8?fluxustv.m3u8#http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8?fluxustv.m3u8
卫视频道,#genre#
四川卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225487/2/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225794/index.m3u8#http://39.134.7.247/000000001000/1000000002000016825/1.m3u8
贵州卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226497/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225483/2/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225807/index.m3u8#http://39.134.7.247/000000001000/5468064193211864646/1.m3u8
云南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226108/10000100000000060000000002310150_0.smil#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8#http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8#http://39.134.7.247/000000001000/1000000002000024694/1.m3u8
浙江卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226365/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8#http://39.134.65.86/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://39.134.7.247/000000001000/1000000001000009806/1.m3u8
江苏卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://39.134.65.68/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8#http://39.134.7.247/000000001000/1000000001000004684/1.m3u8
东方卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.135.135.40/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://39.134.7.247/000000001000/1000000001000030202/1.m3u8
湖南卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8#http://39.134.65.77/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8#http://39.134.7.247/000000001000/1000000001000009115/1.m3u8
广东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226508/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225736/index.m3u8#http://39.134.7.247/000000001000/1000000001000028357/1.m3u8
深圳卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226495/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8#http://39.134.65.63/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://39.134.7.247/000000001000/1000000001000011645/1.m3u8
广西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225551/2/index.m3u8#http://39.134.65.80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225622/index.m3u8#http://39.134.7.247/000000001000/8069815772565148726/1.m3u8
海南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226427/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225722/2/index.m3u8#http://39.134.65.63/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8#http://39.134.7.247/000000001000/7899627377857656087/1.m3u8
三沙卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226544/1.m3u8#http://111.13.42.42/PLTV/88888888/224/3221226544/1.m3u8
东南卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225585/2/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225697/index.m3u8#http://39.134.7.247/000000001000/1000000002000009263/1.m3u8
厦门卫视,http://112.50.243.8/PLTV/88888888/224/3221226781/3.m3u8#http://112.50.243.12/PLTV/88888888/224/3221226781/index.m3u8
北京卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://39.135.135.48/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.7.247/000000001000/1000000001000017156/1.m3u8
天津卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226502/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8#http://39.135.135.73/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8#http://39.134.7.247/000000001000/1000000001000000831/1.m3u8
辽宁卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226500/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225699/index.m3u8#http://39.134.7.247/000000001000/7638375013635582245/1.m3u8
黑龙江卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226498/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226201/index.m3u8#http://39.134.7.247/000000001000/1000000001000009082/1.m3u8
吉林卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226792/48616745.smil#http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E03E8B3U31901110K77751E76I853CE172PBM3231086V1044EZ33519WE5878B1D031&playtoken=&programid=4200000313.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225680/2/index.m3u8#http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls#http://39.134.7.247/000000001000/1000000002000027730/1.m3u8
延边卫视,http://111.20.45.164/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8#http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225721/1/index.m3u8?fmt=ts2hls
河北卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226507/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225610/2/index.m3u8#http://39.134.7.247/000000001000/8360637122634561354/1.m3u8#http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225713/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225611/2/index.m3u8#http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
山东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225484/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226144/index.m3u8#http://39.134.7.247/000000001000/1000000001000012807/1.m3u8
安徽卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226499/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226185/index.m3u8#http://39.134.7.247/000000001000/1000000001000020780/1.m3u8
江西卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8#http://39.135.139.214:6610/PLTV/88888888/224/3221225492/2/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225685/index.m3u8#http://39.134.7.247/000000001000/1000000001000013731/1.m3u8
陕西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225729/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226177/index.m3u8#http://39.134.7.247/000000001000/7120278140251237664/1.m3u8
山西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225549/2/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225635/index.m3u8#http://39.134.7.247/000000001000/4821787565788875765/1.m3u8
湖北卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225681/index.m3u8#http://39.134.7.247/000000001000/1000000001000010355/1.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226174/index.m3u8#http://39.134.7.247/000000001000/1000000002000014080/1.m3u8
青海卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225727/2/index.m3u8#http://39.134.65.80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://39.134.7.247/000000001000/6721180114242078041/1.m3u8
甘肃卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225724/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226187/index.m3u8#http://39.134.7.247/000000001000/8938598377512027715/1.m3u8
宁夏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225726/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226209/index.m3u8#http://39.134.7.247/000000001000/1000000002000031451/1.m3u8
新疆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225534/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226124/index.m3u8#http://39.134.7.247/000000001000/5802765535081445534/1.m3u8
兵团卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225530/2/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226186/index.m3u8#http://117.136.156.40/PLTV/88888888/224/3221225633/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8#http://39.134.65.85/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8#http://39.134.7.247/000000001000/6603041244077933770/1.m3u8
安多卫视,http://117.136.156.40/PLTV/88888888/224/3221225813/index.m3u8#http://111.20.45.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226311/index.m3u8#http://39.134.65.80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://117.136.156.40/PLTV/88888888/224/3221225644/index.m3u8#http://111.20.45.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226316/index.m3u8#http://39.134.65.86/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
西藏藏语,http://117.136.156.40/PLTV/88888888/224/3221225553/index.m3u8#http://111.20.45.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226312/index.m3u8
地方,#genre#
潮州综合,rtmp://pili-live-rtmp.czbtv.sobeylive.com/czbtv2019/czzhpd#http://live.zscz0768.com/live/zhpd.m3u8#http://dslive.grtn.cn/czzh/sd/live.m3u8
潮州公共,rtmp://pili-live-rtmp.czbtv.sobeylive.com/czbtv2019/czggpd#http://live.zscz0768.com/live/ggpd.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_1028/playlist.m3u8#http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8
潮安影视,http://chaoan.chaoantv.com:8278/h_yingshi_1028/playlist.m3u8
汕头一套,http://wx.tt1008.top/gd.php?id=shantouyitaogaoqing_4500#http://itv.chaoshanren.site/gdyx.php?id=st1
汕头二套,http://wx.tt1008.top/gd.php?id=shantouertaogaoqing_4500#http://itv.chaoshanren.site/gdyx.php?id=st2
汕头三套,http://wx.tt1008.top/gd.php?id=shantousantaogaoqing_4500#http://itv.chaoshanren.site/gdyx.php?id=st3
揭阳综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8
广东珠江,https://nclive.grtn.cn/zjpd/sd/live.m3u8#http://106.53.212.251/daili/gztv.php?id=zjpd#http://39.135.43.68/PLTV/88888888/224/3221226515/index.m3u8#http://39.135.43.69/PLTV/88888888/224/3221226515/index.m3u8#http://107.148.240.185:13164/v/gdtv.php?id=44#http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=79&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1Channel
广东公共,https://nclive.grtn.cn/ggpd/sd/live.m3u8#http://106.53.212.251/daili/gztv.php?id=ggpd#http://107.148.240.185:13164/v/gdtv.php?id=48#http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=85&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=85&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1Channel
广东新闻,https://nclive.grtn.cn/xwpd/sd/live.m3u8#http://106.53.212.251/daili/gztv.php?id=xwpd#http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=84&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=84&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1Channel
广东体育,http://www.ldiptv.xyz/daili/gdtv.php?id=47#http://itv.chaoshanren.site/gdyx.php?id=gdty
广东南方卫视,http://106.53.212.251/daili/gztv.php?id=tvs2
广东影视,http://www.ldiptv.xyz/daili/gdtv.php?id=53#http://106.53.212.251/daili/gztv.php?id=tvs4
广东国际,http://www.ldiptv.xyz/daili/gdtv.php?id=46#http://106.53.212.251/daili/gztv.php?id=gjpd
广东经济科教,http://www.ldiptv.xyz/daili/gdtv.php?id=49#http://zzq12345.gearhostpreview.com/11/guangdong.php?id=CHTVPtvs1hd
广东综艺,http://www.ldiptv.xyz/daili/gdtv.php?id=16
广东少儿,http://www.ldiptv.xyz/daili/gdtv.php?id=54
广东南方上星,http://111.20.45.153/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东南方地面,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226540/1.m3u8
南方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_NANFANG/G_NANFANG/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226218/1.m3u8#http://39.130.215.158:6610/gitv_live/G_NANFANG/G_NANFANG/1.m3u8#http://183.207.248.71/gitv/live1/G_NANFANG/G_NANFANG#http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=9&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=9&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1Channel
重庆频道,#genre#
